,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
14082,8477018,2022,Ben Hutton,VGK,5on5,31,27453.0,594.0,10.95,0.52,0.53,0.5,0.5,0.51,0.51,152.0,44.29,2.28,2.54,12.11,1.39,25.45,18.23,2.16,2.27,2.14,2.0,2.0,48.0,14.0,22.0,84.0,6.0,2.0,2.0,1.0,9.0,1.0,28.0,20.0,46.0,60.0,2.0,4.0,0.0,18.0,12.0,7.0,54.0,6.0,2.0,0.97,0.82,0.49,1.0,0.0,1.0,84.13,62.0,61.49,5.0,0.51,0.42,0.66,2.14,2.13,2.06,594.0,71.0,44.0,95.0,384.0,87.0,102.0,77.0,328.0,0.0,0.0,68007.0,4.0,8.0,4.0,29.0,236.43,18.72,17.68,18.78,17.72,242.0,84.0,102.0,428.0,16.0,17.0,3.0,250.0,60.0,16.0,6.87,7.4,4.44,7.0,5.0,4.0,431.27,326.0,326.02,3.19,3.5,3.5,18.42,18.45,18.08,227.3,17.45,16.97,17.29,16.81,219.0,97.0,117.0,433.0,15.0,15.0,2.0,252.0,52.0,12.0,7.02,6.35,4.08,6.0,7.0,2.0,427.81,316.0,314.45,3.0,3.44,4.0,16.46,16.29,16.07,50.64,44.46,1114.0,1104.0,2.49,0.03,48.0,1.0,40.0,1.0,1993-04-20,206.0,CAN,L,27.0,D,187.96,Brockville,ON,2012,5,147,2015.0
18977,8477018,2023,Ben Hutton,VGK,5on5,41,35914.0,712.0,16.88,0.55,0.54,0.51,0.5,0.51,0.52,190.0,51.42,2.55,2.96,14.57,1.77,29.42,21.72,2.44,2.57,2.46,3.0,4.0,60.0,13.0,46.0,119.0,9.0,2.0,8.0,0.0,14.0,0.0,22.0,27.0,58.0,71.0,7.0,17.0,0.0,17.0,11.0,13.0,63.0,7.0,3.0,1.16,0.62,0.77,1.0,1.0,0.0,121.37,73.0,74.26,11.0,0.6,1.14,0.91,2.25,2.29,2.23,712.0,109.0,52.0,117.0,434.0,117.0,117.0,77.0,401.0,0.0,0.0,84734.0,17.0,13.0,5.0,54.0,296.61,26.67,25.31,26.81,25.46,309.0,98.0,174.0,581.0,30.0,31.0,5.0,292.0,86.0,29.0,8.36,10.1,8.2,13.0,11.0,6.0,587.63,407.0,411.07,4.09,7.22,7.22,23.54,23.71,23.24,277.51,21.64,20.92,21.53,20.83,251.0,134.0,170.0,555.0,19.0,28.0,3.0,306.0,56.0,23.0,8.39,6.91,6.33,9.0,5.0,5.0,550.28,385.0,382.32,3.64,5.35,5.35,19.93,19.85,19.56,67.01,56.19,1444.0,1435.0,4.9,0.25,69.0,4.0,55.0,4.0,1993-04-20,206.0,CAN,L,27.0,D,187.96,Brockville,ON,2012,5,147,2015.0
817,8475188,2019,Brayden McNabb,VGK,5on5,71,69557.0,1503.0,22.95,0.54,0.57,0.53,0.56,0.53,0.56,262.0,73.19,2.61,4.14,20.43,2.44,44.87,33.51,2.52,2.6,2.51,4.0,3.0,65.0,43.0,54.0,162.0,8.0,1.0,4.0,0.0,16.0,3.0,43.0,41.0,64.0,107.0,20.0,40.0,0.0,163.0,27.0,26.0,105.0,2.0,1.0,2.11,0.18,0.31,1.0,0.0,0.0,163.89,108.0,109.29,17.0,0.82,0.57,0.49,2.94,2.96,2.89,1503.0,164.0,167.0,264.0,908.0,238.0,129.0,233.0,903.0,0.0,0.0,141152.0,40.0,22.0,11.0,87.0,637.92,55.28,53.1,55.16,53.03,638.0,245.0,274.0,1157.0,49.0,52.0,9.0,648.0,188.0,47.0,19.76,22.73,12.78,21.0,16.0,12.0,1162.14,883.0,886.42,8.83,10.96,10.77,53.34,53.38,52.28,550.01,47.24,45.5,47.45,45.71,578.0,191.0,263.0,1032.0,54.0,53.0,16.0,589.0,133.0,47.0,17.31,16.14,13.78,26.0,14.0,14.0,1029.11,769.0,768.37,7.67,11.67,12.13,42.64,42.74,42.14,111.2,84.94,2400.0,1909.0,7.6,0.95,101.0,19.0,91.0,13.0,1991-01-21,212.0,CAN,L,3.0,D,193.04,Davidson,SK,2009,3,66,2011.0
6512,8475188,2020,Brayden McNabb,VGK,5on5,41,40087.0,820.0,15.48,0.51,0.56,0.53,0.55,0.54,0.56,150.0,43.8,1.84,2.54,11.91,1.45,26.07,19.19,1.79,1.88,1.83,1.0,5.0,38.0,25.0,41.0,104.0,8.0,2.0,2.0,0.0,11.0,4.0,17.0,27.0,36.0,61.0,7.0,14.0,0.0,91.0,7.0,10.0,59.0,4.0,0.0,1.46,0.37,0.0,2.0,0.0,0.0,106.47,63.0,64.65,9.0,0.51,0.18,0.1,2.24,2.3,2.24,820.0,94.0,78.0,147.0,501.0,123.0,65.0,120.0,512.0,0.0,0.0,80536.0,14.0,8.0,4.0,52.0,321.75,26.53,25.97,27.15,26.6,307.0,145.0,166.0,618.0,28.0,22.0,4.0,350.0,86.0,16.0,10.78,11.02,4.73,15.0,8.0,5.0,638.31,452.0,464.87,4.46,4.14,4.14,26.85,27.44,27.1,286.99,25.24,24.44,25.19,24.4,271.0,121.0,156.0,548.0,24.0,30.0,6.0,288.0,74.0,30.0,8.21,9.01,8.0,5.0,11.0,8.0,541.56,392.0,387.69,4.05,6.12,6.12,23.16,23.07,22.77,70.4,54.25,1429.0,1166.0,4.8,0.5,76.0,18.0,60.0,15.0,1991-01-21,212.0,CAN,L,3.0,D,193.04,Davidson,SK,2009,3,66,2011.0
11292,8475188,2021,Brayden McNabb,VGK,5on5,69,68741.0,1444.0,27.13,0.53,0.52,0.51,0.53,0.52,0.54,256.0,87.84,3.15,4.88,24.32,2.87,53.62,40.16,3.1,3.15,3.1,4.0,9.0,81.0,48.0,60.0,189.0,14.0,1.0,6.0,0.0,19.0,3.0,53.0,47.0,80.0,128.0,16.0,38.0,0.0,138.0,35.0,27.0,122.0,6.0,1.0,2.14,0.78,0.23,1.0,0.0,0.0,191.1,129.0,129.62,25.0,0.97,1.29,0.29,3.82,3.83,3.77,1444.0,131.0,165.0,278.0,870.0,215.0,148.0,202.0,879.0,0.0,0.0,141906.0,38.0,24.0,9.0,123.0,580.61,50.77,48.52,51.24,48.99,597.0,209.0,274.0,1080.0,49.0,55.0,8.0,599.0,155.0,52.0,16.52,19.27,14.99,19.0,17.0,13.0,1100.5,806.0,817.53,8.12,11.81,11.54,47.34,47.89,47.09,535.92,45.9,44.63,45.67,44.42,546.0,199.0,309.0,1054.0,47.0,41.0,6.0,557.0,147.0,41.0,16.08,18.56,11.26,18.0,20.0,9.0,1043.83,745.0,739.18,7.53,8.46,8.46,44.97,44.65,44.0,108.45,98.35,2375.0,2086.0,7.98,0.91,112.0,27.0,96.0,20.0,1991-01-21,212.0,CAN,L,3.0,D,193.04,Davidson,SK,2009,3,66,2011.0
14702,8475188,2022,Brayden McNabb,VGK,5on5,82,84960.0,1782.0,26.82,0.53,0.52,0.5,0.47,0.5,0.48,274.0,85.59,3.85,5.23,22.53,2.75,53.89,38.75,3.64,3.88,3.66,6.0,5.0,86.0,41.0,87.0,214.0,12.0,1.0,9.0,1.0,32.0,1.0,37.0,47.0,85.0,126.0,14.0,37.0,0.0,175.0,33.0,25.0,120.0,4.0,3.0,2.54,0.42,0.89,0.0,0.0,1.0,218.18,127.0,128.3,19.0,1.05,1.91,0.69,4.21,4.21,4.07,1782.0,177.0,283.0,277.0,1045.0,268.0,251.0,215.0,1048.0,0.0,0.0,167241.0,37.0,26.0,10.0,143.0,692.18,62.69,60.47,63.87,61.6,693.0,264.0,374.0,1331.0,60.0,60.0,12.0,683.0,222.0,52.0,20.07,27.47,15.15,23.0,24.0,13.0,1357.6,957.0,972.79,9.94,12.04,12.04,60.59,61.62,60.44,682.29,54.72,53.35,54.09,52.75,674.0,273.0,393.0,1340.0,54.0,57.0,7.0,719.0,185.0,43.0,19.9,22.44,12.39,19.0,26.0,9.0,1323.62,947.0,939.18,9.31,10.88,11.07,52.95,52.5,51.79,124.02,115.97,2533.0,2816.0,8.42,0.17,133.0,12.0,110.0,9.0,1991-01-21,212.0,CAN,L,3.0,D,193.04,Davidson,SK,2009,3,66,2011.0
20562,8475188,2023,Brayden McNabb,VGK,5on5,82,81538.0,1666.0,32.75,0.52,0.51,0.5,0.48,0.51,0.49,285.0,82.65,3.65,4.49,24.27,2.82,48.79,34.98,3.38,3.66,3.39,7.0,11.0,82.0,37.0,83.0,202.0,22.0,4.0,4.0,0.0,26.0,0.0,47.0,38.0,78.0,115.0,14.0,28.0,0.0,132.0,28.0,22.0,112.0,5.0,2.0,2.45,0.56,0.65,3.0,1.0,0.0,205.02,119.0,120.95,19.0,0.91,0.63,0.88,3.69,3.73,3.6,1666.0,213.0,206.0,282.0,965.0,265.0,189.0,205.0,1007.0,0.0,0.0,162977.0,28.0,13.0,5.0,154.0,699.47,61.44,58.33,61.94,58.86,684.0,285.0,398.0,1367.0,60.0,82.0,6.0,744.0,160.0,65.0,22.65,20.17,18.64,29.0,21.0,10.0,1383.01,969.0,977.8,9.52,16.75,17.08,53.88,54.48,53.23,673.83,56.59,54.08,56.57,54.07,635.0,302.0,446.0,1383.0,50.0,82.0,8.0,722.0,155.0,60.0,20.18,19.19,17.2,20.0,20.0,10.0,1381.29,937.0,936.22,9.19,15.15,15.36,50.42,50.3,49.23,115.28,109.57,2618.0,2841.0,6.88,0.47,121.0,21.0,98.0,15.0,1991-01-21,212.0,CAN,L,3.0,D,193.04,Davidson,SK,2009,3,66,2011.0
9162,8481167,2021,Brayden Pachal,VGK,5on5,2,1171.0,29.0,0.28,0.69,0.49,0.61,0.52,0.64,0.55,12.0,1.26,0.05,0.08,0.34,0.03,0.89,0.6,0.05,0.05,0.05,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.9,2.0,1.92,1.0,0.02,0.0,0.0,0.07,0.07,0.06,29.0,7.0,0.0,2.0,20.0,5.0,2.0,3.0,19.0,0.0,0.0,4913.0,0.0,0.0,0.0,1.0,11.75,1.05,1.02,1.04,1.01,13.0,3.0,9.0,25.0,0.0,1.0,0.0,11.0,4.0,1.0,0.35,0.44,0.26,0.0,0.0,0.0,23.71,16.0,15.49,0.17,0.26,0.26,0.97,0.96,0.95,7.01,0.47,0.47,0.47,0.47,6.0,3.0,7.0,16.0,2.0,0.0,0.0,5.0,4.0,0.0,0.11,0.37,0.0,0.0,2.0,0.0,16.28,9.0,9.24,0.08,0.0,0.0,0.55,0.55,0.55,3.22,3.31,79.0,74.0,0.0,0.18,0.0,1.0,0.0,1.0,1999-08-23,204.0,CAN,R,94.0,D,185.42000000000002,Estevan,SK,--,--,--,2021.0
15657,8481167,2022,Brayden Pachal,VGK,5on5,10,9277.0,212.0,3.2,0.55,0.58,0.52,0.51,0.53,0.51,48.0,16.85,0.48,0.91,4.79,0.54,10.63,7.65,0.47,0.5,0.47,0.0,1.0,18.0,7.0,12.0,37.0,1.0,0.0,2.0,0.0,2.0,0.0,11.0,10.0,18.0,25.0,3.0,6.0,0.0,27.0,3.0,3.0,25.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,38.05,25.0,25.64,3.0,0.18,0.2,0.0,0.66,0.68,0.65,212.0,14.0,16.0,37.0,145.0,25.0,29.0,23.0,135.0,0.0,0.0,21603.0,6.0,0.0,0.0,11.0,80.27,7.31,6.73,7.41,6.81,78.0,34.0,34.0,146.0,4.0,7.0,2.0,83.0,24.0,5.0,2.21,2.87,2.23,1.0,0.0,3.0,150.83,112.0,114.6,1.03,2.05,1.89,6.45,6.54,6.45,73.22,5.95,5.73,5.96,5.74,71.0,29.0,34.0,134.0,3.0,7.0,1.0,80.0,14.0,6.0,2.34,1.69,1.92,2.0,0.0,1.0,132.46,100.0,99.88,1.02,1.53,1.67,5.3,5.34,5.22,16.72,12.28,322.0,306.0,1.04,0.01,19.0,1.0,14.0,1.0,1999-08-23,204.0,CAN,R,94.0,D,185.42000000000002,Estevan,SK,--,--,--,2021.0
13567,8482624,2021,Daniil Miromanov,VGK,5on5,11,6245.0,148.0,1.88,0.5,0.5,0.5,0.54,0.5,0.55,62.0,13.94,0.56,0.81,3.97,0.47,8.7,6.49,0.55,0.55,0.55,0.0,1.0,15.0,6.0,11.0,32.0,1.0,0.0,1.0,0.0,6.0,0.0,7.0,7.0,15.0,21.0,1.0,2.0,0.0,5.0,1.0,2.0,21.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,32.64,21.0,21.35,2.0,0.17,0.05,0.02,0.7,0.7,0.69,148.0,27.0,9.0,19.0,93.0,24.0,22.0,16.0,86.0,0.0,0.0,27169.0,2.0,4.0,2.0,6.0,54.69,5.33,5.0,5.4,5.06,55.0,20.0,28.0,103.0,4.0,5.0,0.0,54.0,16.0,5.0,1.89,2.02,1.42,1.0,3.0,0.0,106.33,75.0,76.7,0.81,1.04,1.04,5.1,5.18,4.96,56.07,5.28,4.94,5.41,5.05,56.0,20.0,29.0,105.0,5.0,8.0,2.0,56.0,12.0,8.0,1.55,1.3,2.43,1.0,2.0,2.0,104.87,76.0,77.13,0.8,1.82,1.82,4.27,4.31,4.2,19.76,19.9,472.0,395.0,1.08,0.02,10.0,2.0,10.0,2.0,1997-07-11,198.0,RUS,R,42.0,D,193.04,Moscow,--,--,--,--,2021.0
17202,8482624,2022,Daniil Miromanov,VGK,5on5,14,12970.0,280.0,5.3,0.5,0.57,0.49,0.53,0.46,0.53,62.0,16.6,0.74,0.95,4.46,0.55,9.9,7.39,0.74,0.75,0.75,2.0,0.0,19.0,5.0,16.0,40.0,3.0,1.0,4.0,0.0,2.0,0.0,8.0,9.0,18.0,23.0,1.0,2.0,0.0,7.0,1.0,5.0,21.0,3.0,0.0,0.45,0.29,0.0,1.0,0.0,0.0,40.15,24.0,23.98,3.0,0.19,0.89,0.02,0.91,0.92,0.92,280.0,35.0,29.0,51.0,165.0,37.0,48.0,32.0,163.0,0.0,0.0,30543.0,2.0,2.0,1.0,13.0,89.67,8.51,8.3,8.63,8.41,90.0,34.0,63.0,187.0,6.0,10.0,1.0,89.0,26.0,9.0,2.61,3.08,2.83,1.0,4.0,1.0,187.83,124.0,124.42,1.29,2.27,2.27,7.53,7.63,7.56,105.49,8.65,8.4,8.55,8.31,109.0,38.0,51.0,198.0,11.0,7.0,2.0,118.0,19.0,10.0,3.58,2.15,2.92,6.0,3.0,2.0,201.01,147.0,149.06,1.39,2.1,2.1,7.94,7.99,7.88,22.97,17.65,496.0,438.0,2.45,0.06,28.0,3.0,25.0,3.0,1997-07-11,198.0,RUS,R,42.0,D,193.04,Moscow,--,--,--,--,2021.0
477,8468674,2019,Deryk Engelland,VGK,5on5,49,40881.0,865.0,13.0,0.53,0.55,0.51,0.55,0.52,0.54,256.0,50.54,1.62,2.72,14.8,1.62,29.14,22.09,1.59,1.64,1.61,1.0,3.0,50.0,22.0,34.0,106.0,5.0,1.0,2.0,0.0,14.0,0.0,26.0,29.0,49.0,71.0,10.0,23.0,0.0,107.0,14.0,13.0,69.0,3.0,0.0,1.17,0.45,0.0,1.0,0.0,0.0,104.75,72.0,71.2,6.0,0.55,0.32,0.09,2.08,2.08,2.04,865.0,98.0,74.0,145.0,548.0,125.0,110.0,98.0,532.0,0.0,0.0,104138.0,23.0,15.0,6.0,47.0,364.39,31.52,30.22,31.44,30.17,362.0,139.0,174.0,675.0,32.0,32.0,5.0,379.0,94.0,28.0,11.67,11.6,8.23,14.0,11.0,7.0,681.97,501.0,503.69,5.25,6.62,7.07,29.69,29.72,29.17,334.38,28.3,27.65,28.57,27.91,350.0,115.0,181.0,646.0,32.0,30.0,4.0,362.0,71.0,32.0,10.56,8.98,8.76,12.0,13.0,7.0,650.81,465.0,468.57,4.62,6.27,6.5,26.35,26.66,26.47,82.9,66.91,1743.0,1439.0,4.37,0.71,72.0,13.0,64.0,10.0,1982-04-03,214.0,CAN,R,5.0,D,187.96,Edmonton,AB,2000,6,194,2009.0
5852,8479639,2020,Dylan Coghlan,VGK,5on5,29,21928.0,462.0,9.37,0.48,0.54,0.54,0.53,0.53,0.53,153.0,28.45,1.43,1.68,7.87,0.96,17.72,12.35,1.41,1.45,1.43,2.0,1.0,29.0,13.0,29.0,71.0,4.0,1.0,3.0,0.0,6.0,0.0,11.0,21.0,28.0,41.0,1.0,2.0,0.0,29.0,5.0,4.0,38.0,4.0,0.0,0.94,0.49,0.0,0.0,1.0,0.0,73.2,42.0,43.27,3.0,0.34,0.56,0.17,1.59,1.63,1.61,462.0,45.0,34.0,73.0,310.0,73.0,47.0,56.0,286.0,0.0,1.0,64439.0,2.0,2.0,1.0,15.0,188.96,16.31,15.51,16.67,15.86,183.0,76.0,107.0,366.0,10.0,21.0,2.0,188.0,53.0,18.0,5.18,6.37,4.76,3.0,5.0,2.0,378.71,259.0,267.06,2.57,4.29,4.59,14.28,14.62,14.44,170.11,17.69,16.73,17.39,16.44,166.0,61.0,80.0,307.0,16.0,23.0,4.0,149.0,52.0,26.0,4.28,6.47,6.93,3.0,9.0,4.0,299.03,227.0,222.5,2.53,5.38,5.38,14.82,14.55,14.29,49.01,41.08,1041.0,931.0,1.31,0.22,31.0,10.0,24.0,8.0,1998-02-19,190.0,CAN,R,52.0,D,187.96,Duncan,BC,--,--,--,2020.0
9947,8479639,2021,Dylan Coghlan,VGK,5on5,59,45024.0,962.0,22.9,0.52,0.52,0.53,0.52,0.55,0.53,304.0,88.58,3.03,4.93,25.37,3.03,55.56,40.08,2.94,3.03,2.95,4.0,4.0,90.0,42.0,51.0,183.0,9.0,1.0,8.0,0.0,25.0,4.0,47.0,47.0,89.0,131.0,9.0,18.0,0.0,59.0,19.0,25.0,129.0,2.0,1.0,2.55,0.21,0.26,1.0,0.0,0.0,182.52,132.0,132.05,16.0,0.98,1.8,0.26,3.74,3.76,3.66,962.0,106.0,92.0,169.0,595.0,138.0,153.0,107.0,564.0,0.0,0.0,133042.0,18.0,10.0,5.0,58.0,417.21,32.53,31.69,32.4,31.57,418.0,168.0,190.0,776.0,24.0,33.0,3.0,460.0,101.0,25.0,12.65,12.51,7.37,13.0,7.0,4.0,777.51,586.0,585.44,5.63,5.98,5.97,32.18,32.15,31.71,348.77,30.23,29.16,30.55,29.45,368.0,113.0,203.0,684.0,29.0,26.0,9.0,353.0,104.0,24.0,10.06,13.4,6.77,11.0,12.0,6.0,687.39,481.0,484.65,4.81,5.11,5.11,29.94,30.08,29.51,99.38,93.12,2164.0,1990.0,4.77,0.43,73.0,12.0,63.0,8.0,1998-02-19,190.0,CAN,R,52.0,D,187.96,Duncan,BC,--,--,--,2020.0
957,8476987,2019,Jake Bischoff,VGK,5on5,4,3450.0,68.0,-0.35,0.54,0.47,0.47,0.45,0.51,0.44,18.0,4.46,0.11,0.26,1.19,0.14,3.08,2.21,0.11,0.11,0.11,0.0,0.0,6.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,6.0,7.0,2.0,4.0,0.0,8.0,0.0,1.0,7.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,9.65,7.0,6.93,1.0,0.05,0.0,0.0,0.16,0.16,0.16,68.0,12.0,3.0,6.0,47.0,9.0,12.0,8.0,39.0,0.0,0.0,7850.0,4.0,0.0,0.0,8.0,29.95,1.95,1.93,1.92,1.9,31.0,11.0,10.0,52.0,1.0,0.0,0.0,34.0,8.0,0.0,1.03,0.92,0.0,1.0,0.0,0.0,49.82,42.0,40.68,0.37,0.0,0.0,2.32,2.29,2.27,28.01,1.67,1.65,1.73,1.71,33.0,7.0,18.0,58.0,5.0,0.0,0.0,34.0,6.0,0.0,0.92,0.75,0.0,3.0,2.0,0.0,61.31,40.0,42.05,0.33,0.0,0.0,2.0,2.08,2.05,3.6,4.12,95.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,1994-07-25,194.0,USA,L,45.0,D,185.42000000000002,Cambridge,MN,2012,7,185,2019.0
1762,8475750,2019,Jon Merrill,VGK,5on5,49,47523.0,966.0,12.73,0.56,0.56,0.53,0.54,0.54,0.55,160.0,43.05,1.63,2.27,11.44,1.39,25.71,19.56,1.58,1.65,1.6,1.0,3.0,32.0,30.0,28.0,90.0,6.0,2.0,3.0,1.0,7.0,2.0,24.0,24.0,30.0,60.0,15.0,30.0,0.0,49.0,13.0,23.0,60.0,1.0,1.0,1.26,0.15,0.22,0.0,1.0,1.0,92.12,62.0,63.23,18.0,0.45,0.62,0.22,1.86,1.88,1.85,966.0,105.0,85.0,159.0,617.0,155.0,129.0,109.0,573.0,0.0,0.0,96363.0,30.0,6.0,3.0,59.0,407.43,32.56,31.79,32.92,32.13,396.0,169.0,167.0,732.0,31.0,24.0,4.0,433.0,115.0,17.0,13.55,13.83,5.18,15.0,13.0,3.0,746.48,565.0,572.65,5.6,4.9,4.18,33.98,34.24,33.78,340.65,25.82,25.13,25.75,25.07,352.0,121.0,189.0,662.0,28.0,26.0,1.0,373.0,78.0,22.0,10.32,9.41,6.09,11.0,11.0,6.0,658.46,473.0,471.39,4.55,4.85,5.15,25.16,25.11,24.85,81.97,64.3,1668.0,1406.0,4.71,0.44,70.0,11.0,57.0,10.0,1992-02-03,205.0,USA,L,15.0,D,190.5,Oklahoma City,OK,2010,2,38,2013.0
12807,8481527,2021,Kaedan Korczak,VGK,5on5,1,913.0,20.0,-0.1,0.63,0.47,0.43,0.46,0.5,0.52,4.0,0.61,0.01,0.03,0.23,0.03,0.44,0.26,0.01,0.01,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.03,1.0,1.04,0.0,0.01,0.18,0.0,0.02,0.02,0.02,20.0,4.0,2.0,5.0,9.0,1.0,4.0,3.0,12.0,0.0,0.0,1970.0,0.0,0.0,0.0,1.0,6.87,0.92,0.9,0.94,0.91,5.0,4.0,0.0,9.0,0.0,3.0,0.0,5.0,3.0,1.0,0.19,0.45,0.28,0.0,0.0,0.0,9.76,9.0,9.4,0.12,0.6,0.6,0.43,0.44,0.44,6.71,0.53,0.48,0.51,0.47,6.0,3.0,3.0,12.0,0.0,1.0,0.0,7.0,1.0,1.0,0.15,0.1,0.27,0.0,0.0,0.0,11.1,9.0,8.62,0.08,0.27,0.27,0.34,0.33,0.32,1.79,2.05,37.0,43.0,0.19,0.0,1.0,0.0,1.0,0.0,2001-01-29,202.0,CAN,R,6.0,D,190.5,Yorkton,SK,2019,2,41,2021.0
