,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
18877,8477930,2023,Pierre-Edouard Bellemare,SEA,5on5,40,18911.0,463.0,12.83,0.56,0.5,0.55,0.52,0.54,0.5,453.0,33.65,2.9,2.21,8.0,1.25,19.63,14.01,2.84,2.92,2.87,2.0,1.0,32.0,16.0,17.0,65.0,6.0,3.0,3.0,0.0,5.0,1.0,18.0,18.0,29.0,45.0,3.0,6.0,125.0,19.0,14.0,4.0,31.0,17.0,0.0,0.9,2.0,0.0,1.0,2.0,0.0,65.72,48.0,48.35,2.0,0.46,0.33,0.14,3.21,3.25,3.21,463.0,34.0,53.0,75.0,301.0,78.0,51.0,44.0,290.0,125.0,106.0,101373.0,6.0,8.0,4.0,11.0,139.69,10.63,10.39,10.61,10.37,127.0,73.0,101.0,301.0,12.0,8.0,0.0,156.0,39.0,5.0,4.56,4.86,1.21,6.0,5.0,1.0,300.04,200.0,199.62,1.9,0.88,0.88,11.64,11.65,11.47,119.95,8.49,8.25,8.5,8.27,111.0,59.0,72.0,242.0,8.0,12.0,1.0,140.0,25.0,5.0,4.13,2.99,1.38,5.0,1.0,2.0,243.7,170.0,170.91,1.54,2.11,2.11,7.93,7.91,7.79,63.97,62.88,1678.0,1553.0,0.68,0.21,22.0,8.0,13.0,6.0,1985-03-06,198.0,FRA,L,41.0,C,182.88,Le Blanc-Mesnil,--,--,--,--,2014.0
11912,8475772,2021,Riley Sheahan,SEA,5on5,69,40819.0,951.0,20.49,0.5,0.48,0.51,0.51,0.51,0.51,699.0,58.48,5.85,4.19,13.38,1.85,32.29,23.43,5.7,5.92,5.76,5.0,4.0,63.0,18.0,18.0,99.0,13.0,4.0,3.0,2.0,20.0,4.0,19.0,31.0,59.0,77.0,1.0,2.0,178.0,16.0,14.0,9.0,55.0,20.0,6.0,1.66,2.44,1.75,1.0,1.0,2.0,98.02,81.0,80.27,6.0,0.88,0.46,1.57,5.16,5.14,5.08,951.0,82.0,115.0,134.0,620.0,174.0,92.0,115.0,570.0,178.0,174.0,164924.0,2.0,20.0,10.0,20.0,306.93,25.3,24.73,25.42,24.83,305.0,123.0,157.0,585.0,26.0,25.0,5.0,321.0,83.0,24.0,9.09,10.01,6.21,12.0,6.0,8.0,580.7,428.0,425.56,4.43,4.67,4.55,25.18,25.2,24.81,291.09,25.05,24.0,25.15,24.1,292.0,113.0,149.0,554.0,27.0,23.0,5.0,302.0,78.0,25.0,8.39,9.43,7.22,12.0,8.0,7.0,561.4,405.0,409.62,3.96,5.23,5.23,23.78,23.96,23.55,103.14,112.57,2456.0,2327.0,1.74,0.29,43.0,11.0,33.0,7.0,1991-12-07,214.0,CAN,L,15.0,C,190.5,St. Catharines,ON,2010,1,21,2011.0
12257,8477987,2021,Ryan Donato,SEA,5on5,74,52395.0,1123.0,32.94,0.45,0.48,0.49,0.51,0.48,0.51,522.0,133.68,12.72,10.05,28.43,4.1,72.5,51.21,12.38,12.66,12.32,11.0,4.0,124.0,55.0,41.0,220.0,30.0,15.0,11.0,3.0,24.0,3.0,61.0,65.0,109.0,164.0,12.0,30.0,7.0,60.0,39.0,23.0,125.0,42.0,12.0,4.26,5.27,3.19,5.0,6.0,4.0,217.97,179.0,177.63,6.0,2.09,2.55,2.15,12.66,12.61,12.38,1123.0,153.0,87.0,159.0,724.0,163.0,144.0,163.0,653.0,7.0,16.0,169477.0,30.0,36.0,15.0,17.0,380.53,30.43,29.72,30.49,29.77,378.0,150.0,190.0,718.0,40.0,26.0,6.0,404.0,103.0,21.0,11.95,12.74,5.74,20.0,14.0,6.0,711.15,528.0,524.98,5.39,5.22,5.45,30.37,30.24,29.79,415.33,36.58,35.65,37.3,36.35,400.0,171.0,186.0,757.0,43.0,29.0,5.0,422.0,117.0,32.0,12.23,14.61,9.74,9.0,21.0,13.0,775.15,571.0,583.62,5.74,6.7,6.7,35.62,36.35,35.87,105.19,112.21,2497.0,2363.0,0.94,0.3,30.0,12.0,23.0,11.0,1996-04-09,193.0,USA,L,17.0,C,182.88,Boston,MA,2014,2,56,2017.0
15077,8477987,2022,Ryan Donato,SEA,5on5,71,45295.0,961.0,33.57,0.51,0.51,0.52,0.53,0.52,0.54,626.0,109.2,11.37,7.81,24.46,3.66,55.48,44.22,11.0,11.52,11.14,8.0,3.0,118.0,29.0,47.0,194.0,25.0,14.0,10.0,3.0,17.0,2.0,41.0,63.0,104.0,133.0,16.0,36.0,60.0,68.0,35.0,15.0,99.0,36.0,12.0,3.25,4.81,3.31,7.0,3.0,4.0,196.91,147.0,148.96,3.0,1.63,1.98,3.06,9.94,10.04,9.96,961.0,111.0,73.0,151.0,626.0,156.0,147.0,127.0,531.0,60.0,80.0,166279.0,36.0,32.0,13.0,12.0,383.75,33.09,32.06,33.63,32.56,376.0,154.0,174.0,704.0,42.0,28.0,5.0,393.0,111.0,26.0,11.51,13.89,7.68,20.0,14.0,8.0,714.94,530.0,537.95,5.27,6.41,6.41,31.95,32.29,31.79,352.28,31.39,30.5,31.57,30.67,349.0,135.0,167.0,651.0,24.0,34.0,6.0,349.0,103.0,32.0,10.11,12.88,8.39,6.0,9.0,9.0,652.85,484.0,484.67,5.07,5.4,5.4,31.06,31.17,30.69,118.17,111.42,2682.0,2354.0,1.64,0.65,30.0,14.0,25.0,12.0,1996-04-09,193.0,USA,L,17.0,C,182.88,Boston,MA,2014,2,56,2017.0
16642,8483524,2022,Shane Wright,SEA,5on5,8,3866.0,100.0,1.44,0.6,0.56,0.42,0.56,0.51,0.57,87.0,6.39,0.81,0.43,1.29,0.18,3.0,2.29,0.77,0.78,0.74,0.0,1.0,4.0,4.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,7.0,1.0,2.0,10.0,1.0,1.0,1.0,4.0,3.0,1.0,0.12,0.39,0.29,0.0,1.0,0.0,8.72,8.0,7.78,0.0,0.09,0.0,0.0,0.9,0.87,0.82,100.0,17.0,3.0,17.0,63.0,13.0,17.0,11.0,59.0,10.0,21.0,19292.0,2.0,2.0,1.0,6.0,35.23,3.19,3.05,3.15,3.01,37.0,12.0,3.0,52.0,5.0,2.0,1.0,37.0,9.0,3.0,1.06,1.35,0.77,3.0,2.0,0.0,52.35,49.0,49.35,0.51,0.28,0.34,3.36,3.31,3.21,34.83,2.17,2.1,2.19,2.12,33.0,15.0,23.0,71.0,1.0,3.0,0.0,40.0,6.0,2.0,0.94,0.75,0.48,0.0,1.0,0.0,71.69,48.0,48.52,0.45,0.38,0.38,2.25,2.24,2.21,15.62,12.44,316.0,252.0,0.02,0.0,5.0,2.0,4.0,0.0,2004-01-05,192.0,CAN,R,51.0,C,182.88,Burlington,ON,2022,1,4,2022.0
22012,8483524,2023,Shane Wright,SEA,5on5,8,5417.0,117.0,7.06,0.62,0.43,0.58,0.48,0.56,0.48,60.0,13.18,2.06,0.98,3.3,0.49,6.43,4.74,1.84,2.18,1.94,0.0,0.0,12.0,6.0,6.0,24.0,4.0,4.0,2.0,0.0,2.0,0.0,5.0,5.0,8.0,14.0,0.0,0.0,38.0,1.0,4.0,4.0,8.0,6.0,4.0,0.25,0.63,1.18,2.0,2.0,0.0,25.41,18.0,18.98,0.0,0.21,0.5,1.18,1.09,1.16,1.14,117.0,19.0,7.0,16.0,75.0,19.0,22.0,15.0,61.0,38.0,36.0,17867.0,0.0,4.0,2.0,6.0,52.23,5.19,4.73,5.36,4.89,43.0,30.0,34.0,107.0,5.0,5.0,0.0,50.0,16.0,7.0,1.22,1.98,1.98,3.0,2.0,0.0,108.62,73.0,75.13,0.76,1.55,1.55,4.39,4.55,4.41,42.52,3.2,3.13,3.17,3.1,44.0,14.0,18.0,76.0,4.0,5.0,0.0,47.0,7.0,4.0,1.4,0.83,0.97,1.0,2.0,1.0,74.75,58.0,57.54,0.54,0.96,0.96,2.79,2.78,2.75,10.45,13.65,274.0,300.0,0.13,0.0,4.0,3.0,3.0,0.0,2004-01-05,192.0,CAN,R,51.0,C,182.88,Burlington,ON,2022,1,4,2022.0
22542,8475193,2023,Tomas Tatar,SEA,5on5,70,47649.0,1090.0,26.2,0.49,0.52,0.51,0.52,0.5,0.5,524.0,83.33,9.84,6.06,19.37,2.73,41.63,30.37,9.59,9.79,9.54,5.0,8.0,66.0,44.0,41.0,151.0,22.0,9.0,6.0,2.0,18.0,0.0,38.0,39.0,57.0,101.0,9.0,18.0,2.0,41.0,19.0,17.0,67.0,32.0,11.0,2.81,4.07,2.96,3.0,4.0,2.0,151.21,110.0,109.92,5.0,1.28,1.21,3.3,7.81,7.82,7.72,1090.0,136.0,112.0,161.0,681.0,178.0,149.0,118.0,645.0,2.0,11.0,158864.0,18.0,26.0,13.0,20.0,399.91,31.64,30.84,31.76,30.96,388.0,163.0,240.0,791.0,37.0,37.0,6.0,431.0,93.0,27.0,12.17,11.43,8.04,15.0,17.0,5.0,794.66,551.0,553.75,5.19,7.5,7.5,29.33,29.46,29.1,397.96,33.34,32.04,33.61,32.26,381.0,167.0,206.0,754.0,27.0,34.0,2.0,412.0,98.0,38.0,10.65,11.99,10.69,12.0,10.0,5.0,755.21,548.0,548.72,5.32,8.28,8.28,30.37,30.6,30.13,114.53,103.97,2689.0,2494.0,0.64,0.95,28.0,28.0,21.0,26.0,1990-12-01,182.0,SVK,L,90.0,L,177.8,Ilava,--,2009,2,60,2010.0
19972,8481789,2023,Tye Kartye,SEA,5on5,77,52582.0,1179.0,23.27,0.49,0.52,0.5,0.52,0.48,0.5,638.0,115.87,12.16,7.79,28.89,4.04,62.77,45.34,11.97,12.36,12.17,4.0,5.0,106.0,55.0,55.0,216.0,20.0,11.0,8.0,0.0,23.0,0.0,64.0,55.0,95.0,150.0,11.0,25.0,41.0,227.0,24.0,9.0,109.0,40.0,12.0,3.74,4.95,3.47,5.0,4.0,2.0,217.31,161.0,162.06,7.0,1.63,0.47,2.67,11.12,11.25,11.15,1179.0,151.0,99.0,182.0,747.0,192.0,174.0,121.0,692.0,41.0,44.0,178465.0,25.0,31.0,14.0,25.0,403.29,31.69,31.11,31.96,31.38,371.0,191.0,261.0,823.0,28.0,37.0,1.0,434.0,102.0,26.0,12.33,12.28,7.09,16.0,8.0,4.0,826.93,562.0,563.68,5.22,6.49,6.44,30.48,30.64,30.32,433.43,32.93,32.04,33.12,32.24,417.0,190.0,228.0,835.0,28.0,40.0,4.0,487.0,85.0,35.0,13.11,10.02,9.79,14.0,8.0,6.0,840.69,607.0,612.58,5.6,7.54,7.54,30.99,31.27,30.81,115.62,107.88,2966.0,2747.0,1.07,1.07,40.0,33.0,30.0,25.0,2001-04-30,202.0,CAN,L,52.0,L,180.34,Kingston,ON,--,--,--,2023.0
9182,8476437,2021,Victor Rask,SEA,5on5,47,31595.0,648.0,21.92,0.53,0.48,0.53,0.5,0.52,0.5,364.0,48.5,4.45,3.08,11.41,1.61,26.93,20.53,4.32,4.51,4.39,5.0,5.0,49.0,19.0,15.0,83.0,17.0,7.0,5.0,0.0,11.0,1.0,25.0,19.0,42.0,61.0,1.0,2.0,87.0,15.0,13.0,13.0,51.0,13.0,4.0,1.8,1.61,1.04,4.0,2.0,1.0,84.66,68.0,69.26,6.0,0.63,0.78,1.0,4.08,4.16,4.14,648.0,68.0,53.0,114.0,413.0,109.0,87.0,83.0,369.0,87.0,84.0,106187.0,2.0,2.0,1.0,5.0,250.53,20.94,20.3,21.24,20.58,264.0,87.0,121.0,472.0,25.0,17.0,0.0,262.0,74.0,15.0,7.49,9.37,4.09,10.0,12.0,3.0,477.03,351.0,354.57,3.48,3.24,3.66,20.76,21.08,20.81,231.59,18.65,18.01,18.52,17.89,229.0,93.0,95.0,417.0,23.0,15.0,1.0,246.0,60.0,16.0,6.99,7.32,4.35,8.0,9.0,6.0,412.13,322.0,318.74,3.18,3.15,3.15,18.67,18.61,18.27,71.06,77.44,1638.0,1648.0,0.75,0.84,21.0,19.0,17.0,16.0,1993-03-01,200.0,SWE,L,49.0,C,187.96,Leksand,--,2011,2,42,2014.0
10262,8476826,2021,Yanni Gourde,SEA,5on5,74,62687.0,1285.0,45.66,0.5,0.47,0.51,0.51,0.51,0.5,289.0,102.6,10.96,7.63,22.32,3.49,56.74,41.86,10.77,10.83,10.64,16.0,3.0,99.0,44.0,31.0,174.0,33.0,14.0,3.0,0.0,18.0,4.0,48.0,56.0,85.0,129.0,14.0,34.0,350.0,64.0,40.0,36.0,88.0,46.0,9.0,3.05,5.7,2.21,7.0,7.0,0.0,171.81,143.0,141.56,12.0,1.59,0.62,1.38,11.18,11.05,10.88,1285.0,167.0,151.0,247.0,720.0,208.0,183.0,214.0,680.0,350.0,365.0,157568.0,34.0,40.0,16.0,23.0,490.96,39.91,38.85,39.76,38.71,476.0,217.0,227.0,920.0,42.0,33.0,2.0,530.0,128.0,35.0,15.06,15.92,8.93,22.0,16.0,4.0,911.84,693.0,689.96,6.72,6.36,6.9,39.74,39.66,39.15,473.04,39.28,37.78,40.31,38.76,489.0,171.0,222.0,882.0,51.0,40.0,5.0,508.0,122.0,30.0,16.12,14.55,8.61,24.0,16.0,11.0,904.01,660.0,677.25,6.47,7.39,7.32,38.43,39.38,38.66,95.07,105.31,2305.0,2198.0,1.03,1.15,26.0,30.0,17.0,26.0,1991-12-15,172.0,CAN,L,37.0,C,175.26,Saint-Narcisse,QC,--,--,--,2015.0
16177,8476826,2022,Yanni Gourde,SEA,5on5,81,68415.0,1378.0,58.46,0.54,0.51,0.55,0.52,0.55,0.53,312.0,120.31,12.79,8.08,27.48,4.02,65.76,48.89,12.49,12.81,12.51,16.0,14.0,118.0,49.0,38.0,205.0,37.0,7.0,9.0,3.0,25.0,5.0,53.0,68.0,111.0,160.0,24.0,59.0,408.0,108.0,52.0,26.0,111.0,46.0,10.0,3.78,5.92,3.08,2.0,3.0,2.0,208.2,167.0,169.06,8.0,1.68,1.52,2.79,11.69,11.77,11.65,1378.0,175.0,124.0,273.0,806.0,274.0,190.0,227.0,687.0,408.0,424.0,172456.0,59.0,61.0,25.0,42.0,611.77,51.84,50.74,52.35,51.25,590.0,272.0,302.0,1164.0,59.0,45.0,7.0,640.0,185.0,37.0,18.51,23.05,10.27,23.0,25.0,11.0,1179.51,862.0,871.91,8.22,7.33,7.64,52.43,53.08,52.31,498.28,45.04,43.38,45.03,43.35,467.0,225.0,265.0,957.0,42.0,42.0,7.0,502.0,149.0,41.0,15.2,19.12,10.72,12.0,22.0,8.0,951.26,692.0,689.62,7.09,8.19,8.2,43.93,43.96,43.18,122.23,116.92,2635.0,2452.0,1.63,1.19,41.0,30.0,31.0,24.0,1991-12-15,172.0,CAN,L,37.0,C,175.26,Saint-Narcisse,QC,--,--,--,2015.0
20847,8476826,2023,Yanni Gourde,SEA,5on5,80,68704.0,1382.0,39.73,0.52,0.51,0.52,0.51,0.51,0.5,276.0,147.83,15.77,10.07,36.34,4.99,76.35,56.49,15.26,16.0,15.48,11.0,5.0,138.0,62.0,64.0,264.0,25.0,9.0,15.0,3.0,27.0,1.0,74.0,74.0,129.0,191.0,22.0,50.0,433.0,141.0,46.0,23.0,138.0,38.0,24.0,4.44,4.98,6.35,3.0,1.0,5.0,265.24,200.0,201.56,6.0,2.11,3.42,4.85,13.03,13.17,13.03,1382.0,151.0,164.0,270.0,797.0,250.0,186.0,189.0,757.0,433.0,468.0,170538.0,50.0,37.0,17.0,38.0,608.63,47.2,45.84,47.6,46.23,565.0,281.0,382.0,1228.0,36.0,63.0,6.0,671.0,125.0,50.0,18.58,15.81,12.81,13.0,15.0,8.0,1233.98,846.0,848.25,8.0,11.74,11.74,43.45,43.75,43.12,592.31,43.23,41.87,43.52,42.17,548.0,280.0,289.0,1117.0,46.0,55.0,5.0,666.0,132.0,30.0,18.52,16.04,8.68,22.0,18.0,6.0,1123.27,828.0,834.63,7.75,9.04,9.12,41.85,42.23,41.59,106.88,104.25,2709.0,2603.0,0.71,0.89,32.0,27.0,17.0,21.0,1991-12-15,172.0,CAN,L,37.0,C,175.26,Saint-Narcisse,QC,--,--,--,2015.0
9242,8482197,2021,Adam Raska,SJS,5on5,5,2417.0,62.0,0.85,0.67,0.53,0.54,0.56,0.54,0.57,58.0,4.16,0.76,0.28,1.07,0.19,2.16,1.54,0.67,0.71,0.62,0.0,0.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,0.0,15.0,0.0,2.0,3.0,2.0,1.0,0.13,0.31,0.32,0.0,0.0,0.0,6.61,6.0,5.82,0.0,0.06,0.0,0.52,0.29,0.29,0.25,62.0,7.0,0.0,7.0,48.0,11.0,10.0,5.0,36.0,0.0,0.0,12788.0,7.0,11.0,4.0,0.0,20.27,2.46,2.21,2.29,2.06,17.0,10.0,9.0,36.0,1.0,4.0,0.0,16.0,8.0,3.0,0.4,1.06,1.01,0.0,1.0,0.0,33.83,27.0,25.67,0.3,1.21,1.21,1.56,1.47,1.39,17.05,1.22,1.21,1.29,1.28,18.0,5.0,8.0,31.0,0.0,1.0,0.0,18.0,5.0,0.0,0.58,0.65,0.0,0.0,0.0,0.0,32.74,23.0,24.22,0.23,0.13,0.13,1.32,1.4,1.39,10.17,9.0,215.0,172.0,0.04,0.03,2.0,3.0,2.0,2.0,2001-09-25,178.0,CZE,R,57.0,R,177.8,Frydek-Mistek,--,2020,7,201,2021.0
16562,8482197,2022,Adam Raska,SJS,5on5,3,2145.0,45.0,0.36,0.58,0.36,0.53,0.45,0.55,0.4,30.0,1.53,0.23,0.12,0.33,0.04,0.76,0.52,0.22,0.23,0.22,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,13.0,1.0,3.0,1.0,0.0,1.0,0.03,0.0,0.2,0.0,0.0,0.0,2.79,2.0,1.92,0.0,0.03,0.0,0.0,0.25,0.25,0.24,45.0,3.0,1.0,7.0,34.0,4.0,5.0,4.0,32.0,0.0,1.0,7708.0,0.0,0.0,0.0,2.0,19.85,1.71,1.66,1.58,1.53,16.0,12.0,5.0,33.0,1.0,1.0,0.0,22.0,5.0,1.0,0.83,0.68,0.2,1.0,0.0,0.0,29.69,28.0,25.66,0.28,0.14,0.14,1.85,1.71,1.66,16.2,1.25,1.23,1.33,1.31,15.0,8.0,6.0,29.0,1.0,0.0,0.0,18.0,3.0,2.0,0.52,0.28,0.45,0.0,0.0,1.0,32.19,23.0,24.74,0.26,0.0,0.0,1.51,1.6,1.58,5.71,10.14,109.0,132.0,0.0,0.39,1.0,1.0,0.0,1.0,2001-09-25,178.0,CZE,R,57.0,R,177.8,Frydek-Mistek,--,2020,7,201,2021.0
7182,8482222,2020,Alexander Barabanov,SJS,5on5,22,13853.0,297.0,6.23,0.5,0.48,0.46,0.46,0.47,0.46,169.0,19.57,2.28,1.6,4.28,0.62,10.27,6.95,2.19,2.27,2.17,2.0,2.0,19.0,7.0,7.0,33.0,5.0,1.0,2.0,1.0,5.0,0.0,10.0,8.0,18.0,25.0,3.0,6.0,0.0,7.0,8.0,9.0,16.0,6.0,4.0,0.7,0.71,0.87,0.0,0.0,1.0,32.99,26.0,25.8,3.0,0.34,0.23,0.51,2.1,2.08,2.05,297.0,31.0,31.0,36.0,199.0,42.0,46.0,45.0,164.0,0.0,0.0,50190.0,6.0,6.0,3.0,14.0,108.6,10.33,9.93,10.2,9.8,117.0,31.0,40.0,188.0,13.0,11.0,2.0,105.0,29.0,14.0,3.06,3.65,3.62,5.0,5.0,3.0,188.38,148.0,148.64,1.57,2.44,2.44,9.46,9.37,9.25,116.53,10.15,9.95,10.45,10.24,115.0,50.0,56.0,221.0,12.0,9.0,3.0,127.0,29.0,9.0,3.79,3.72,2.65,5.0,3.0,4.0,222.92,165.0,167.0,1.63,2.08,2.08,9.7,9.91,9.74,34.73,37.65,683.0,813.0,0.64,0.25,9.0,7.0,7.0,6.0,1994-06-17,192.0,RUS,L,94.0,L,177.8,St. Petersburg,--,--,--,--,2020.0
13317,8482222,2021,Alexander Barabanov,SJS,5on5,70,62340.0,1322.0,29.42,0.46,0.47,0.46,0.45,0.46,0.47,243.0,79.12,9.08,6.02,16.18,2.41,41.27,31.04,8.71,9.06,8.68,13.0,9.0,80.0,26.0,18.0,124.0,28.0,6.0,7.0,0.0,16.0,3.0,31.0,43.0,74.0,100.0,5.0,10.0,0.0,51.0,35.0,24.0,64.0,35.0,7.0,2.65,4.22,2.21,0.0,6.0,0.0,123.42,106.0,105.45,11.0,1.27,1.29,1.98,8.37,8.33,8.1,1322.0,155.0,153.0,186.0,828.0,172.0,208.0,205.0,737.0,0.0,1.0,148623.0,10.0,26.0,13.0,35.0,483.47,40.81,39.7,40.78,39.66,485.0,192.0,239.0,916.0,46.0,29.0,7.0,508.0,139.0,30.0,15.19,16.97,8.65,22.0,17.0,7.0,909.7,677.0,674.31,6.8,6.99,6.69,40.91,40.78,40.06,562.35,47.71,46.29,48.31,46.91,549.0,236.0,289.0,1074.0,40.0,39.0,2.0,592.0,151.0,42.0,17.76,18.49,11.46,16.0,18.0,6.0,1094.38,785.0,797.13,7.86,7.28,7.28,48.29,49.01,48.21,96.9,107.21,2052.0,2496.0,2.66,1.99,46.0,32.0,41.0,27.0,1994-06-17,192.0,RUS,L,94.0,L,177.8,St. Petersburg,--,--,--,--,2020.0
17347,8482222,2022,Alexander Barabanov,SJS,5on5,68,59548.0,1315.0,40.69,0.51,0.51,0.5,0.49,0.49,0.49,228.0,92.42,13.41,7.25,20.72,3.31,46.59,33.71,12.81,13.4,12.79,13.0,8.0,90.0,35.0,38.0,163.0,33.0,12.0,13.0,5.0,16.0,4.0,35.0,45.0,78.0,113.0,8.0,16.0,1.0,35.0,28.0,31.0,59.0,49.0,17.0,2.25,6.45,4.71,2.0,5.0,5.0,161.37,125.0,124.13,9.0,1.54,2.77,4.44,10.51,10.37,10.12,1315.0,167.0,159.0,250.0,739.0,140.0,179.0,203.0,793.0,1.0,2.0,142604.0,16.0,18.0,9.0,30.0,472.06,47.2,45.33,47.4,45.5,465.0,186.0,247.0,898.0,48.0,52.0,8.0,444.0,158.0,49.0,14.03,20.08,13.1,18.0,16.0,14.0,891.31,651.0,647.75,7.15,10.34,10.34,44.01,43.9,43.05,488.43,45.71,44.27,46.07,44.63,484.0,194.0,227.0,905.0,59.0,43.0,5.0,479.0,156.0,43.0,15.63,18.84,11.25,25.0,28.0,6.0,916.93,678.0,687.0,7.04,8.13,8.13,44.63,45.03,44.27,111.76,107.19,2234.0,2303.0,2.26,0.95,53.0,19.0,43.0,16.0,1994-06-17,192.0,RUS,L,94.0,L,177.8,St. Petersburg,--,--,--,--,2020.0
